id,name,dd_lat,dd_long
177,Kleve,51.7833333,6.15
178,Koblenz,50.35,7.6
179,Köln,50.9333333,6.95
180,Königswinter,50.6764460817145,7.19329833984375
181,Konstanz,47.6666667,9.1833333
183,Krefeld,51.3333333,6.5666667
184,Laatzen,52.3166667,9.8
185,Lage,51.9833333,8.8
186,"Lahr/ Schwarzwald",48.35,7.8666667
187,"Landau/ Pfalz",49.2075,8.1133333
188,Landshut,48.5333333,12.15
190,"Langenfeld/ Rheinland",51.1,6.95
191,Langenhagen,52.45,9.75
192,Lehrte,52.3833333,9.9666667
193,Leinfelden-Echterdingen,48.7,9.15
194,Leipzig,51.341550691745,12.3712921142578
195,Lemgo,52.0333333,8.9
196,"Leonberg (BW)",48.8,9.0166667
197,Leverkusen,51.0333333,7
198,"Limburg/ Lahn",50.3833333,8.05
199,"Lingen/ Ems",52.5166667,7.3166667
200,Lippstadt,51.6666667,8.35
201,Löhne,52.1863523103086,8.68606567382812
202,Lörrach,47.6166667,7.6666667
203,Lübeck,53.8666667,10.7
204,Lüdenscheid,51.2145724063271,7.63352394104004
205,Ludwigsburg,48.9,9.1833333
206,"Ludwigshafen/ Rhein",49.4811111,8.4352778
207,Lüneburg,53.2420026045598,10.4105758666992
208,Lünen,51.6168441011007,7.52245903015137
209,Magdeburg,52.1351739265489,11.6393280029297
210,Maintal,50.15,8.8333333
211,Mainz,50,8.2711111
212,Mannheim,49.4883333,8.4647222
213,Marburg,50.8166667,8.7666667
214,Marl,51.65,7.0833333
215,Meerbusch,51.2833333,6.6666667
216,Meißen,51.1601840816527,13.4697532653809
217,Melle,52.2,8.35
218,Memmingen,47.9833333,10.1666667
219,"Menden/ Sauerland",51.4333333,7.8
220,"Merseburg/ Saale",51.3666667,12
221,Mettmann,51.25,6.9666667
222,Minden,52.2833333,8.9166667
223,Moers,51.45,6.65
224,Mönchengladbach,51.2,6.4333333
225,"Monheim (NW)",51.0833333,6.8833333
226,"Mühlhausen (Thür.)",51.2107549457265,10.4582977294922
227,"Mülheim/ Ruhr",51.4306815967317,6.88259124755859
228,München,48.1397451284079,11.5720367431641
229,Münster,51.9645771099475,7.63223648071289
230,"Naumburg/ Saale",51.15,11.8166667
232,Neubrandenburg,53.5666667,13.2666667
233,Neu-Isenburg,50.05,8.7
234,"Neumarkt/ Oberpfalz",49.2802778,11.4627778
235,Neumünster,54.0666667,9.9833333
236,Neunkirchen/Saar,49.35,7.1833333
237,Neuss,51.1652778,6.6538889
238,"Neustadt/ Rübenberge",52.5055121770847,9.46077346801758
239,"Neustadt/ Weinstraße",49.3516311312034,8.13743591308594
240,Neu-Ulm,48.4,10.0166667
241,Neuwied,50.4333333,7.4666667
243,Norderstedt,53.7,10.0166667
244,Nordhausen,51.5014766765936,10.7920074462891
245,Nordhorn,52.4333333,7.0833333
246,Nürnberg,49.4477778,11.0683333
247,Nürtingen,48.6263281885649,9.33940887451172
248,Oberhausen,51.4666667,6.85
249,"Oberursel/ Taunus",50.2,8.5833333
250,"Offenbach/ Main",50.0886111,8.7825
251,Offenburg,48.4833333,7.9333333
252,"Oldenburg (Oldb)",53.1386359677812,8.21090698242188
253,Osnabrück,52.2666667,8.05
254,Paderborn,51.7166667,8.7666667
255,Passau,48.5833333,13.4833333
256,Peine,52.3166667,10.2333333
257,Pforzheim,48.8833333,8.7
258,Pinneberg,53.65,9.8
259,Pirmasens,49.2,7.6
260,Pirna,50.9666667,13.9333333
261,Plauen,50.5,12.1333333
262,"Porta Westfalica",52.2166667,8.9333333
263,Potsdam,52.4,13.0666667
264,Pulheim,51,6.8
265,Radebeul,51.1,13.65
266,Rastatt,48.85,8.2
267,Ratingen,51.3,6.85
268,Ravensburg,47.7833333,9.6166667
269,Recklinghausen,51.6166667,7.2
270,Regensburg,49.015,12.0955556
271,Remscheid,51.1833333,7.2
272,Rendsburg,54.3,9.6666667
273,Reutlingen,48.4833333,9.2166667
274,Rheda-Wiedenbrück,51.8333333,8.3166667
275,Rheine,52.2833333,7.45
276,Riesa,51.3,13.3
277,Rodgau,50.0166667,8.8333333
278,Rosenheim,47.85,12.1333333
279,Rostock,54.0833333,12.1333333
280,"Rottenburg/ Neckar",48.4666667,8.9333333
281,Rüsselsheim,49.9907461090133,8.41724395751953
282,Saarbrücken,49.2333333,7
283,Saarlouis,49.3166667,6.75
284,Salzgitter,52.0833333,10.3333333
285,"Sankt Augustin",50.7666667,7.1833333
286,"Sankt Ingbert",49.2833333,7.1166667
287,"Schönebeck/ Elbe",52.0162682686952,11.7397499084473
288,Schorndorf,48.8,9.5333333
289,Schwabach,49.3291667,11.0255556
290,"Schwäbisch Gmünd",48.8,9.7833333
291,"Schwedt/ Oder",53.0666667,14.3
292,Schweinfurt,50.05,10.2333333
293,Schwerin,53.6333333,11.3833333
294,Schwerte,51.45,7.5666667
296,Siegburg,50.8,7.2
297,Siegen,50.8666667,8.0333333
298,Sindelfingen,48.7,9.0166667
299,"Singen/ Hohentwiel",47.7666667,8.8333333
300,Soest,51.5833333,8.1166667
301,Solingen,51.1833333,7.0833333
302,Speyer,49.3297222,8.4277778
304,Stade,53.6,9.4833333
305,Starnberg,48,11.35
306,Stendal,52.6,11.85
307,"Stolberg/ Rheinland",50.7666667,6.2333333
308,Stralsund,54.3,13.1
309,Straubing,48.8833333,12.5666667
310,Stuttgart,48.7833422852955,9.18036460876465
311,Suhl,50.6,10.7
312,Sylt,54.9,8.3333333
313,Trier,49.75,6.6333333
314,Troisdorf,50.8166667,7.1666667
315,Tübingen,48.5250181165593,9.04689788818359
316,Uelzen,52.9666667,10.5666667
317,Ulm,48.4,10
318,Unna,51.5333333,7.6833333
319,Usedom,53.8666667,13.9166667
320,Velbert,51.3333333,7.05
321,Viersen,51.25,6.3833333
322,Villingen-Schwenningen,48.0666667,8.45
324,Völklingen,49.25,6.85
325,Waiblingen,48.8333333,9.3
327,Warendorf,51.95,7.9833333
328,"Wasserburg am Inn",48.061560942501,12.2293281555176
329,"Weiden/ Oberpfalz",49.6775,12.1566667
330,Weimar,50.9833333,11.3166667
331,Weinheim,49.5483333,8.6661111
334,Wermelskirchen,51.15,7.2166667
335,Wernigerode,51.8333333,10.7833333
336,Wesel,51.6666667,6.6166667
337,Wetzlar,50.55,8.5
338,Wiesbaden,50.0833333,8.25
339,Wilhelmshaven,53.5166667,8.1333333
340,Willich,51.2666667,6.55
341,Wismar,53.9,11.4666667
342,Witten,51.4333333,7.3333333
343,"Lutherstadt Wittenberg",51.8666667,12.65
344,Bitterfeld-Wolfen,51.6619082334043,12.2713851928711
345,Wolfenbüttel,52.1640348198257,10.5327987670898
346,Wolfsburg,52.4333333,10.8
347,Worms,49.6355556,8.3597222
348,Wunstorf,52.4333333,9.4166667
349,Wuppertal,51.2666667,7.1833333
350,Würselen,50.8166667,6.1333333
351,Würzburg,49.7877778,9.9361111
352,Zeitz,51.05,12.15
353,Zittau,50.9,14.8333333
354,Zweibrücken,49.25,7.3666667
355,Zwickau,50.7333672119321,12.4998772144318
356,Lauchhammer,51.5,13.8
357,Eschwege,51.1833333,10.0666667
358,"Bad Hersfeld",50.8666667,9.7
359,Biberach/Riss,48.1,9.8
360,Calw,48.7148646308165,8.73979568481445
361,Weißenburg/Bay.,49.0333333,10.9833333
362,"Bad Neustadt/Saale",50.3333333,10.2166667
363,Nördlingen,48.85,10.5
364,Rothenburg/Tauber,49.3833333,10.1833333
366,Tauberbischofsheim,49.6247222,9.6627778
367,Daun,50.2,6.8333333
368,Sigmaringen,48.0833333,9.2166667
369,Saalfeld/Saale,50.65,11.3666667
370,Künzelsau,49.2805724054382,9.68530654907227
371,Eichstätt,48.8920917234857,11.183910369873
373,Cham,49.2195592916145,12.6680946350098
374,Deggendorf,48.8333333,12.9666667
375,Dingolfing,48.6317740958534,12.4955749511719
376,Kelheim,48.9166667,11.8666667
377,"Lindau (Bodensee)",47.55,9.6833333
378,Donauwörth,48.7206407292101,10.7762145996094
379,Norden,53.6,7.2
380,Leer,53.2333333,7.4333333
381,"Flughafen Hahn",49.94393,7.2656
382,Andernach,50.4333333,7.4
2132,Aarau,47.3916093374469,8.0445671081543
2133,Altdorf,46.8833333,8.65
2134,Altstätten,47.3764996166625,9.5387077331543
2135,Amriswil,47.5449017860087,9.29932594299316
2136,Appenzell,47.3333333,9.4
2137,Arbon,47.5166667,9.4333333
2139,Basel,47.5596156580832,7.59292602539062
2140,Bellinzona,46.1948044582044,9.01805877685547
2141,Bern,46.9465122958623,7.43980407714844
2142,Bienne,47.1413947229329,7.24857330322266
2143,Glis,46.3106557657756,7.98139572143555
2144,Brugg,47.4833333,8.2
2145,Buchs,47.1666667,9.4666667
2146,Burgdorf,47.05,7.6166667
2147,Chiasso,45.8333333,9.0333333
2148,Chur,46.8498606898684,9.53166961669922
2149,Delémont,47.3634785381096,7.3443603515625
2150,Dietikon,47.4036939959181,8.40299606323242
2151,Dübendorf,47.4,8.6166667
2152,Emmen,47.0680172395518,8.27922821044922
2153,Frauenfeld,47.55,8.9
2155,Fribourg,46.8002944666119,7.15072631835938
2156,Genf,46.2005077854925,6.13964080810547
2157,Glarus,47.0427557461906,9.06732559204102
2158,Grenchen,47.1908790160942,7.39482879638672
2159,Herisau,47.3840550184116,9.27915573120117
2160,Interlaken,46.6833333,7.85
2163,Kreuzlingen,47.6467713213826,9.17444229125977
2164,Kriens,47.0333333,8.2833333
2165,"La Chaux-de-Fonds",47.1016806162622,6.83143615722656
2167,Lausanne,46.5203669507205,6.63213729858398
2168,Lenzburg,47.3867282089212,8.1793212890625
2169,Liestal,47.4831628166249,7.73600578308105
2170,Locarno,46.1666667,8.8
2171,Lugano,46.0039970719689,8.95368576049805
2172,Luzern,47.0457971150429,8.3085823059082
2173,Monthey,46.25,6.95
2174,Montreux,46.4316458499823,6.91168785095215
2175,Neuchâtel,46.9917284953648,6.93065643310547
2176,Olten,47.3488259820857,7.90002822875977
2179,"St. Gallen",47.4278549981944,9.37614440917969
2180,Sarnen,46.8953344500051,8.24618339538574
2181,Schaffhausen,47.7,8.6333333
2182,Schwyz,47.0212272571166,8.65533828735352
2183,Sierre,46.2920363651167,7.53387451171875
2184,Sion,46.2306780383013,7.35843658447266
2185,Solothurn,47.2039426424071,7.53730773925781
2186,Stans,46.9590501494463,8.36626052856445
2187,Thun,46.7542109623064,7.62622833251953
2188,Uster,47.3509194534844,8.71833801269531
2189,Vernier,46.2166667,6.0833333
2190,Wetzikon,47.3236978482045,8.79335403442383
2191,Wil,47.4655843717742,9.04595375061035
2192,Winterthur,47.5014312034954,8.72709274291992
2193,Yverdon-les-Bains,46.7789034586436,6.64329528808594
2194,Zofingen,47.2859832252862,7.94723510742188
2195,Zug,47.1666667,8.5166667
2196,Zürich,47.3748721576465,8.53912353515625
2899,Nienburg/Weser,52.6333333,9.2166667
2999,Ilmenau,50.6833333,10.9
3075,Pfaffenhofen/Ilm,48.5333333,11.5166667
3076,Vechta,52.7166667,8.2833333
3077,Geldern,51.5166667,6.3333333
3079,"Horb a.N.",48.4333333,8.6833333
3080,"Bad Kissingen",50.2,10.0833333
3082,Kehl/Rhein,48.5833333,7.8166667
3105,Cloppenburg,52.85,8.0333333
3107,Kitzingen,49.7333333,10.1666667
3108,Finsterwalde,51.6333333,13.7166667
3109,Zermatt,46.0166667,7.75
3110,Oberstdorf,47.4,10.2833333
3111,Neuburg/Donau,48.7333333,11.1833333
3112,Husum,54.4666667,9.05
3113,Kulmbach,50.1,11.45
3114,Montabaur,50.4333333,7.8333333
3115,"Schwäbisch Hall",49.1058333,9.7341667
3116,Meppen,52.6833333,7.3166667
5427,Amstetten,48.1166667,14.8666667
5428,"Bad Vöslau",47.966939288402,16.2158203125
5429,Baden,48.0063190836671,16.2319135665894
5430,"Braunau am Inn",48.2666667,13.0333333
5431,Bregenz,47.5,9.7666667
5432,Dornbirn,47.4166667,9.7330556
5433,Eisenstadt,47.85,16.5166667
5434,Feldkirch,47.2330556,9.6
5435,Gmunden,47.9166667,13.8
5436,Graz,47.0666667,15.45
5437,"Hall in Tirol",47.2833333,11.5166667
5438,Hallein,47.6833333,13.1
5439,Hohenems,47.3666667,9.6830556
5440,Innsbruck,47.2666667,11.4
5441,Judenburg,47.1666667,14.6666667
5442,Kapfenberg,47.4333333,15.3
5443,Klagenfurt,46.6247222,14.3052778
5444,Klosterneuburg,48.3,16.3166667
5445,Knittelfeld,47.2166667,14.8166667
5446,"Krems an der Donau",48.4166667,15.6
5447,Köflach,47.0666667,15.0833333
5448,Leoben,47.3797543840082,15.09521484375
5449,Leonding,48.2666667,14.25
5450,Linz,48.3,14.3
5451,Lustenau,47.4330556,9.65
5452,Mödling,48.0833333,16.2833333
5453,Salzburg,47.8,13.0333333
5454,"Sankt Pölten",48.2040832122375,15.6229019165039
5455,Schwechat,48.1333333,16.4666667
5456,"Spittal an der Drau",46.8,13.5
5457,Steyr,48.05,14.4166667
5458,Ternitz,47.9333333,15.5
5459,Traun,48.2166667,14.2333333
5460,Villach,46.6102778,13.8558333
5461,Vöcklabruck,48.0066923442025,13.6577224731445
5462,Wels,48.1633374987785,14.0288543701172
5463,Wien,48.2,16.3666667
5464,"Wiener Neustadt",47.8,16.25
5465,Wolfsberg,46.8405556,14.8441667
5466,Aalst,50.9333333,4.0333333
5467,Antwerpen,51.2166667,4.4166667
5468,Arlon,49.6833333,5.8166667
5469,Brussel,50.8333333,4.3333333
5470,Brugge,51.2112926353823,3.22534561157227
5471,Charleroi,50.4120182466822,4.44534301757812
5472,"Doornik (Tournai)",50.6,3.3833333
5473,Genk,50.9666667,5.5
5474,Gent,51.05,3.7166667
5475,Hasselt,50.9333333,5.3333333
5476,Herstal,50.6666667,5.6333333
5477,"La Louviere",50.4666667,4.1833333
5478,Leuven,50.8833333,4.7
5479,Lüttich,50.6333333,5.5666667
5480,Lier,51.1333333,4.5666667
5481,Lokeren,51.1,3.9833333
5482,Mechelen,51.0333333,4.4666667
5483,Mouscron,50.7450914186321,3.21401596069336
5484,Namur,50.4666667,4.8666667
5485,Oostende,51.2166667,2.9166667
5486,Roeselare,50.95,3.1333333
5487,Seraing,50.59,5.4933333
5488,Turnhout,51.3166667,4.95
5489,Verviers,50.5833333,5.8666667
5490,Vilvoorde,50.9333333,4.4333333
5491,Bourgas,42.5,27.4666667
5492,Choumen,43.2766667,26.9291667
5493,Dobritch,43.5666667,27.8333333
5495,Plovdiv,42.15,24.75
5498,Sofia,42.6833333,23.3166667
5499,"Stara Zagora",42.4327778,25.6419444
5500,Varna,43.2166667,27.9166667
5565,Beroun,49.9638651993071,14.0722846984863
5566,Blansko,49.3612469510565,16.6446304321289
5568,Brno,49.1958396482006,16.6154479980469
5573,Cheb,50.0754302496139,12.3711204528809
5574,Chomutov,50.4593618846366,13.4171390533447
5575,Chrudim,49.9508609327278,15.7973527908325
5580,Hodonín,48.8545504273436,17.1290588378906
5582,"Jablonec Nad Nisou",50.7256439616535,15.1686859130859
5583,Jeseník,50.2243665605006,17.2001266479492
5585,Jihlava,49.3973453927894,15.5871963500977
5587,"Karlovy Vary",50.2331518324722,12.8800964355469
5589,Kladno,50.14500625289,14.1015529632568
5590,Klatovy,49.3963399129655,13.2929420471191
5594,Liberec,50.7648565322014,15.0565910339355
5596,Louny,50.3538400097353,13.7982273101807
5600,Most,50.5060031293875,13.6388397216797
5603,Nymburk,50.1853074307127,15.0394248962402
5604,Olomouc,49.5933545455485,17.2510242462158
5605,Opava,49.9394827707843,17.9067707061768
5606,Ostrava,49.8402520206853,18.2876873016357
5607,Pardubice,50.0363044487186,15.7797145843506
5609,Písek,49.3102392985722,14.1486740112305
5612,Prachatice,49.013441997385,13.9990711212158
5613,Praha,50.0840226296084,14.417839050293
5618,Rokycany,49.7384597579499,13.5948944091797
5620,Semily,50.6025252239266,15.3330087661743
5621,Sokolov,50.1803609578147,12.6409721374512
5622,Strakonice,49.2624276230479,13.9034557342529
5624,Svitavy,49.7553752987458,16.472110748291
5626,Tachov,49.796779596581,12.6327323913574
5627,Teplice,50.6390647154141,13.8262939453125
5629,Trutnov,50.5605556,15.9102778
5637,Znojmo,48.8546633757329,16.0494804382324
5638,Albertslund,55.6579308766271,12.3613357543945
5640,Ballerup,55.7333333,12.3666667
5642,Brøndby,55.6547350342999,12.4100875854492
5643,Brønderslev,57.2702497461156,9.94133949279785
5644,Esbjerg,55.4666667,8.45
5645,Fredericia,55.5673294800266,9.7547435760498
5646,Frederiksberg,55.4166667,11.5666667
5647,Frederikshavn,57.4416238691916,10.5362319946289
5648,Gentofte,55.7478882917995,12.5438117980957
5649,Gladsakse,55.7464390084051,12.4722290039062
5650,Glostrup,55.6666667,12.4
5652,Haderslev,55.2545173283997,9.48772430419922
5653,Helsingør,56.0363286675094,12.6148366928101
5654,Herlev,55.7234365074105,12.4400424957275
5655,Herning,56.1384244059264,8.96904945373535
5659,Holstebro,56.3588315172709,8.61602783203125
5660,Horsens,55.8613928034469,9.84392166137695
5661,Hvidovre,55.6586087490363,12.4705123901367
5664,Ikast,56.1333333,9.1666667
5666,Kolding,55.4911577506153,9.47158813476562
5667,Kopenhagen,55.6769552636883,12.5653553009033
5668,Korsør,55.33046268181,11.1377334594727
5670,Tårbæk,55.7882533399634,12.5941944122314
5672,Næstved,55.2310788635726,11.7582035064697
5673,Odense,55.3963204565823,10.385856628418
5674,Randers,56.4634862903634,10.043306350708
5675,Ribe,55.329095582622,8.76125335693359
5677,Ringsted,55.4433294316307,11.7927932739258
5678,Roskilde,55.6426272050671,12.0789527893066
5681,Silkeborg,56.1762344714203,9.55226898193359
5682,Skanderborg,56.0409796133723,9.92576122283936
5683,Skive,56.5668603773584,9.0267276763916
5684,Slagelse,55.4025103274041,11.3512372970581
5685,Svendborg,55.0591019691518,10.6105613708496
5687,Sønderborg,54.91036962855,9.80632781982422
5688,Thisted,56.9546638032632,8.69224548339844
5691,Viborg,56.4518669233555,9.40506935119629
5692,Vordingborg,55.0089294924842,11.9136428833008
5693,Apenrade,55.0459254814356,9.41665649414062
5694,Aalborg,57.0496009354979,9.91868019104004
5695,Århus,56.1587441741338,10.2075004577637
5696,"A Coruna",43.3729874035469,-8.39767456054688
5697,"Alcalá de Guadaíra",37.3389435678085,-5.84489822387695
5699,"Alcalá de Henares",40.4812301319728,-3.36430549621582
5700,Alcobendas,40.547135014154,-3.64213943481445
5701,Alcoy,38.7019224971708,-0.476961135864258
5702,Alcorcón,40.3483103092435,-3.82856369018555
5703,Algeciras,36.1288976685457,-5.44784545898438
5704,Alicante,38.35,-0.4833333
5705,Almeria,36.8400646203777,-2.46582984924316
5707,Andújar,38.0367348772677,-4.05361175537109
5708,Antequera,37.0192758451713,-4.56275939941406
5709,Aranjuez,40.031557734945,-3.60403060913086
5710,"Arganda del Rey",40.3003451598496,-3.43923568725586
5711,Arrecife,28.9611400571791,-13.5485458374023
5712,Avila,40.6562898819571,-4.69974517822266
5714,Badajoz,38.8782049970615,-6.9708251953125
5715,Badalona,41.4496747476755,2.2492790222168
5716,Barakaldo,43.2972608727293,-2.98622131347656
5717,Barcelona,41.3840215838499,2.17838287353516
5718,Basauri,43.2395755266482,-2.88528442382812
5719,Benalmádena,36.595718492287,-4.57310199737549
5720,Benidorm,38.5357458822238,-0.130891799926758
5721,Bilbao,43.2570806498644,-2.92390823364258
5722,Burgos,42.3416708716025,-3.69990348815918
5723,Burjassot,39.5102655973352,-0.414218902587891
5724,Cáceres,39.4756905320179,-6.37361526489258
5725,Cádiz,36.5311226246841,-6.29744052886963
5726,Castelldefels,41.2794190338544,1.97599411010742
5728,"Chiclana de la Frontª",36.4191413785247,-6.14964008331299
5729,Cieza,38.2387194398257,-1.41792297363281
5730,"Ciudad Real",38.9855665215937,-3.92829895019531
5731,"Collado Villalba",40.6290667318723,-4.00863647460938
5732,Cordoba,37.8847443409612,-4.78222846984863
5733,Coslada,40.4254540830992,-3.56540679931641
5734,"Don Benito",38.9546032614469,-5.86189270019531
5735,"Dos Hermanas",37.2844444,-5.9241667
5736,Eibar,43.1841511715168,-2.47359752655029
5737,Eivissa,38.9084001534396,1.43611907958984
5738,"El Ejido",36.7748831220743,-2.81413078308105
5739,Elche,38.2630520925781,-0.701494216918945
5740,Elda,38.4781180328207,-0.791530609130859
5741,"Esplugues de Llobregat",41.3774204152567,2.08753108978271
5742,Estepona,36.4248737751687,-5.14683723449707
5743,Ferrol,43.4833333,-8.2333333
5744,Figueres,42.2668929430092,2.96184539794922
5745,Fuengirola,36.5397086447968,-4.62181091308594
5746,Fuenlabrada,40.2844692417593,-3.80004644393921
5747,Gandia,38.9687519476038,-0.183677673339844
5748,Gavà,41.303086924071,2.00225830078125
5749,Getafe,40.3047308383873,-3.73311996459961
5750,Getxo,43.3550163638973,-3.01042556762695
5751,Girona,41.9814421928584,2.82245635986328
5752,Granada,37.1767997845207,-3.59965324401855
